,nconst,tconst,ordering,category,primaryName,primaryProfession,gender
31340,nm1501624,1076252.0,4.0,actress,Shenae Grimes-Beech,"actress,camera_department,director",Female
31341,nm1502050,1316624.0,7.0,composer,Luc Sicard,"composer,music_department,soundtrack",
31342,nm1502269,2664258.0,1.0,actor,Eray Egilmez,actor,Male
31343,nm1502383,2309295.0,9.0,actress,Madeleine Martin,"actress,soundtrack",Female
31344,nm1502517,3544218.0,4.0,actor,Dominique Van Malder,actor,Male
31345,nm1503416,2309295.0,7.0,actress,Kaniehtiio Horn,"actress,director,writer",Female
31346,nm1503416,1493886.0,1.0,actress,Kaniehtiio Horn,"actress,director,writer",Female
31347,nm1503575,4975722.0,5.0,director,Barry Jenkins,"writer,director,producer",
31348,nm1504567,3060952.0,8.0,writer,Jim Lee,"writer,art_department,producer",
31349,nm1504572,1821549.0,6.0,writer,Bob Nelson,"writer,actor,producer",Male
31350,nm1504627,1764625.0,1.0,actor,Óscar Barberán,actor,Male
31351,nm1504946,2710826.0,5.0,director,Gez Medinger,"director,editor,producer",
31352,nm1506459,1217613.0,7.0,producer,Ori Marmur,"producer,executive",
31353,nm1506789,1320291.0,3.0,actress,Adrienne Pickering,actress,Female
31354,nm1507013,5710514.0,9.0,producer,Anish Savjani,"producer,assistant_director,sound_department",
31355,nm1507013,4062536.0,8.0,producer,Anish Savjani,"producer,assistant_director,sound_department",
31356,nm1508003,5700672.0,1.0,actor,Yoo Gong,actor,Male
31357,nm1508087,42436.0,9.0,production_designer,Emile Mathys,"actor,production_designer",Male
31358,nm1508231,415978.0,4.0,actor,Brandon Ratcliff,actor,Male
31359,nm1509816,3479316.0,8.0,composer,Corey Allen Jackson,"composer,music_department,soundtrack",
31360,nm1509906,1493886.0,5.0,director,Alexandre Franchi,"director,producer,writer",
31361,nm1510486,1781058.0,7.0,producer,Jared Goldman,"producer,production_manager,miscellaneous",
31362,nm1510486,5962210.0,7.0,producer,Jared Goldman,"producer,production_manager,miscellaneous",
31363,nm1511165,1658801.0,10.0,producer,Duncan Montgomery,"miscellaneous,producer,executive",
31364,nm1511272,439491.0,9.0,composer,Walter Flores,"composer,cinematographer,producer",
31365,nm1511558,2265534.0,8.0,producer,Carlos Velazquez,"producer,actor,executive",Male
31366,nm1511619,442933.0,8.0,writer,Anonymous,writer,
31367,nm1512524,451079.0,10.0,producer,Bruce Anderson,"producer,production_manager,miscellaneous",
31368,nm1512598,1629377.0,6.0,writer,Javier García Arredondo,"camera_department,writer,editor",
31369,nm1512881,818165.0,9.0,composer,Eric Perlmutter,"composer,music_department,sound_department",
31370,nm1512910,1182345.0,5.0,director,Duncan Jones,"director,writer,producer",
31371,nm1514052,5954304.0,3.0,actor,Allen Enlow,actor,Male
31372,nm1514878,2285752.0,8.0,cinematographer,Joris Kerbosch,"cinematographer,camera_department,miscellaneous",
31373,nm1515005,2034761.0,6.0,writer,Kamilla Krogsveen,"casting_department,writer,casting_director",
31374,nm1516268,53579.0,6.0,writer,Ton Satomi,"writer,actor",Male
31375,nm1516346,1937149.0,6.0,writer,Lara Sendim,"writer,camera_department,miscellaneous",
31376,nm1516642,475169.0,8.0,composer,Arnaud Taillefer,"composer,director,actor",Male
31377,nm1516804,3824458.0,10.0,producer,Shih-Ching Tsou,"producer,actress,art_department",Female
31378,nm1516976,1179794.0,4.0,actress,Katherine Von Till,"actress,music_department,producer",Female
31379,nm1517976,1408101.0,1.0,actor,Chris Pine,"actor,producer,soundtrack",Male
31380,nm1517976,2660888.0,1.0,actor,Chris Pine,"actor,producer,soundtrack",Male
31381,nm1517976,1205537.0,1.0,actor,Chris Pine,"actor,producer,soundtrack",Male
31382,nm1517976,2025690.0,1.0,actor,Chris Pine,"actor,producer,soundtrack",Male
31383,nm1517976,451279.0,2.0,actor,Chris Pine,"actor,producer,soundtrack",Male
31384,nm1518814,1314645.0,3.0,actress,Laura Romeo,"producer,director,writer",Female
31385,nm1519252,3859304.0,5.0,director,Bryan Buckley,"director,writer,producer",
31386,nm1519353,1467304.0,5.0,director,Tom Six,"director,writer,producer",
31387,nm1519666,1617661.0,3.0,actor,Eddie Redmayne,"actor,soundtrack",Male
31388,nm1519666,3183660.0,1.0,actor,Eddie Redmayne,"actor,soundtrack",Male
31389,nm1519666,1205558.0,4.0,actor,Eddie Redmayne,"actor,soundtrack",Male
31390,nm1519666,1655420.0,2.0,actor,Eddie Redmayne,"actor,soundtrack",Male
31391,nm1519666,2980516.0,1.0,actor,Eddie Redmayne,"actor,soundtrack",Male
31392,nm1519666,810819.0,1.0,actor,Eddie Redmayne,"actor,soundtrack",Male
31393,nm1520209,4714782.0,8.0,editor,Marion Monnier,"editor,editorial_department",
31394,nm1520491,445935.0,6.0,producer,David Bergstein,"producer,executive",
31395,nm1520934,1833781.0,8.0,writer,Alessandro Scippa,"writer,director",
31396,nm1523097,205177.0,9.0,composer,Cecily Fay,"actress,stunts,soundtrack",Female
31397,nm1523568,1772250.0,6.0,writer,Arturo Infante,"writer,director,producer",
31398,nm1523747,2093270.0,6.0,writer,Hatem Khraiche,"writer,director",
31399,nm1523747,1772250.0,7.0,writer,Hatem Khraiche,"writer,director",
31400,nm1523943,1885331.0,5.0,director,Sophie Lellouche,"director,writer",
31401,nm1525033,110008.0,1.0,actor,Shinchô Kokontei,actor,Male
31402,nm1525807,1650062.0,4.0,actor,Joel Courtney,"actor,soundtrack,miscellaneous",Male
31403,nm1527905,419677.0,3.0,actor,Toby Kebbell,"actor,producer",Male
31404,nm1527905,1869716.0,4.0,actor,Toby Kebbell,"actor,producer",Male
31405,nm1528394,2006810.0,1.0,actor,Carl Rice,"actor,writer",Male
31406,nm1528935,2234222.0,5.0,writer,Kim Coghill,"writer,miscellaneous",
31407,nm1529472,23634.0,9.0,composer,Donald Sosin,"composer,music_department,actor",Male
31408,nm1529472,18839.0,10.0,composer,Donald Sosin,"composer,music_department,actor",Male
31409,nm1530021,120613.0,7.0,producer,Jay Cohen,"talent_agent,producer",
31410,nm1530832,2328503.0,8.0,producer,Ji-hye Kim,"writer,producer",
31411,nm1531003,3832158.0,1.0,actor,Malte Arkona,actor,Male
31412,nm1531046,3464902.0,10.0,cinematographer,Thimios Bakatakis,"cinematographer,camera_department",
31413,nm1531046,5715874.0,8.0,cinematographer,Thimios Bakatakis,"cinematographer,camera_department",
31414,nm1531116,5078204.0,3.0,actor,Antoine Bertrand,"actor,producer,production_designer",Male
31415,nm1531116,1756750.0,3.0,actor,Antoine Bertrand,"actor,producer,production_designer",Male
31416,nm1531934,2395385.0,5.0,director,Dennis Iliadis,"director,writer,actor",Male
31417,nm1532846,4975722.0,9.0,producer,Adele Romanski,"producer,editor,camera_department",
31418,nm1533266,2401878.0,7.0,producer,Rosa Tran,"production_manager,miscellaneous,producer",
31419,nm1533927,1212436.0,2.0,actor,Alex O'Loughlin,"actor,director,writer",Male
31420,nm1534287,5073620.0,4.0,actress,Mayko Nguyen,actress,Female
31421,nm1534553,2328503.0,10.0,composer,Tae-seong Kim,"composer,cinematographer,music_department",
31422,nm1534553,1646959.0,8.0,composer,Tae-seong Kim,"composer,cinematographer,music_department",
31423,nm1534600,1621429.0,5.0,director,Benny Boom,"director,producer",
31424,nm1535410,1791528.0,6.0,writer,Thomas Pynchon,"writer,actor",Male
31425,nm1535523,1815862.0,1.0,actor,Jaden Smith,"actor,soundtrack",Male
31426,nm1536307,2101441.0,9.0,producer,David Zander,"producer,actor,executive",Male
31427,nm1536605,1465522.0,4.0,actor,Jesse Moss,"actor,miscellaneous,soundtrack",Male
31428,nm1536988,2331143.0,3.0,actress,Yôko Maki,actress,Female
31429,nm1537113,3838992.0,9.0,composer,Christopher Drake,"composer,music_department,actor",Male
31430,nm1537339,1833844.0,6.0,producer,Mary Burke,"producer,miscellaneous,production_manager",
31431,nm1537339,1440292.0,7.0,producer,Mary Burke,"producer,miscellaneous,production_manager",
31432,nm1537814,1077084.0,2.0,actor,Juan Fernández,actor,Male
31433,nm1538113,1821426.0,7.0,producer,Chris Aronoff,"producer,visual_effects,director",
31434,nm1538210,2247432.0,4.0,actress,Hilary Barraford,"actress,miscellaneous,producer",Female
31435,nm1539257,3348730.0,7.0,writer,Pete Goldfinger,"writer,producer,miscellaneous",
31436,nm1540404,1186830.0,2.0,actor,Max Minghella,"actor,producer,writer",Male
31437,nm1540404,3991412.0,7.0,writer,Max Minghella,"actor,producer,writer",Male
31438,nm1540404,2625810.0,3.0,actor,Max Minghella,"actor,producer,writer",Male
31439,nm1541136,5664684.0,6.0,director,Alex Rudzinski,"director,producer,miscellaneous",
31440,nm1541136,4366830.0,6.0,director,Alex Rudzinski,"director,producer,miscellaneous",
31441,nm1541751,435623.0,3.0,actor,Yury Tsykun,"actor,producer",Male
31442,nm1542291,1205489.0,3.0,actor,Christopher Carley,actor,Male
31443,nm1543747,3529656.0,5.0,director,Reed Morano,"cinematographer,camera_department,director",
31444,nm1543747,1623745.0,9.0,cinematographer,Reed Morano,"cinematographer,camera_department,director",
31445,nm1543823,1869416.0,9.0,writer,Renato Russo,"soundtrack,writer,music_department",
31446,nm1543989,435680.0,1.0,actor,Aml Ameen,"actor,director,producer",Male
31447,nm1544084,3145220.0,4.0,actor,Jake Cherry,actor,Male
31448,nm1544217,822847.0,2.0,actor,Cam Gigandet,"actor,soundtrack",Male
31449,nm1544217,2226519.0,3.0,actor,Cam Gigandet,"actor,soundtrack",Male
31450,nm1544217,1188729.0,3.0,actor,Cam Gigandet,"actor,soundtrack",Male
31451,nm1544279,2978576.0,3.0,actress,Martha Howe-Douglas,"actress,writer",Female
31452,nm1545093,1641975.0,7.0,producer,Katie Holly,"producer,miscellaneous",
31453,nm1545093,3068194.0,8.0,producer,Katie Holly,"producer,miscellaneous",
31454,nm1545176,3631112.0,8.0,producer,Jared LeBoff,"producer,miscellaneous,executive",
31455,nm1545197,3283556.0,8.0,producer,Mynette Louie,"producer,assistant_director,production_manager",
31456,nm1545234,1366344.0,9.0,composer,Jeff McIlwain,"music_department,soundtrack,composer",
31457,nm1545611,1206543.0,7.0,producer,Michael Costigan,producer,
31458,nm1545611,1869716.0,6.0,producer,Michael Costigan,producer,
31459,nm1545611,1336617.0,7.0,producer,Michael Costigan,producer,
31460,nm1545935,3486626.0,9.0,producer,Jong Han Kim,"producer,visual_effects",
31461,nm1545967,1063669.0,8.0,writer,Ron Birnbach,writer,
31462,nm1546182,1075749.0,3.0,actor,Terence Anderson,"actor,producer,production_manager",Male
31463,nm1546300,1336608.0,2.0,actor,Diego Boneta,"actor,soundtrack,producer",Male
31464,nm1546686,5154288.0,1.0,actress,Alice Lowe,"actress,writer,director",Female
31465,nm1546686,2023690.0,1.0,actress,Alice Lowe,"actress,writer,director",Female
31466,nm1546919,2023690.0,10.0,composer,Jim Williams,"composer,music_department,soundtrack",
31467,nm1546919,4954522.0,7.0,composer,Jim Williams,"composer,music_department,soundtrack",
31468,nm1546919,1788391.0,9.0,composer,Jim Williams,"composer,music_department,soundtrack",
31469,nm1547852,3074694.0,6.0,writer,Kayla Alpert,"producer,writer,miscellaneous",
31470,nm1547859,420293.0,5.0,director,Kyle Patrick Alvarez,"director,writer,editor",
31471,nm1547964,1440292.0,5.0,director,Richard Ayoade,"actor,writer,director",Male
31472,nm1548657,815244.0,6.0,writer,Chad Gomez Creasey,"producer,writer,miscellaneous",
31473,nm1548770,5990342.0,8.0,composer,Keegan DeWitt,"composer,soundtrack,actor",Male
31474,nm1548770,3993894.0,8.0,composer,Keegan DeWitt,"composer,soundtrack,actor",Male
31475,nm1548770,3283556.0,10.0,composer,Keegan DeWitt,"composer,soundtrack,actor",Male
31476,nm1548905,2618500.0,7.0,producer,Jonas Dornbach,"producer,production_manager,writer",
31477,nm1548905,4048272.0,6.0,producer,Jonas Dornbach,"producer,production_manager,writer",
31478,nm1549110,3983072.0,6.0,producer,Ingo Fliess,producer,
31479,nm1549309,439478.0,8.0,writer,Shelly Gitlow,"writer,producer,miscellaneous",
31480,nm1549338,5990342.0,10.0,editor,Mollie Goldstein,"editor,editorial_department,actress",Female
31481,nm1549853,1465522.0,6.0,writer,Morgan Jurgenson,"writer,editor,producer",
31482,nm1550373,2106739.0,5.0,director,Jonathan Lisecki,"actor,producer,director",Male
31483,nm1550948,4669986.0,1.0,actress,Ruth Negga,"actress,soundtrack",Female
31484,nm1551040,3824458.0,4.0,actress,Mickey O'Hagan,actress,Female
31485,nm1551130,437800.0,3.0,actress,Keke Palmer,"actress,music_department,soundtrack",Female
31486,nm1551130,4366830.0,4.0,actress,Keke Palmer,"actress,music_department,soundtrack",Female
31487,nm1551922,1082868.0,3.0,actor,Columbus Short,"actor,producer,director",Male
31488,nm1552050,3544218.0,8.0,composer,Soulwax,"soundtrack,composer,director",
31489,nm1552360,2628260.0,5.0,director,Mary Trunk,"producer,director,cinematographer",
31490,nm1552693,1068242.0,1.0,actor,Kenny Wormald,"actor,miscellaneous,writer",Male
31491,nm1553588,3832158.0,4.0,actor,Dietrich Grönemeyer,"writer,actor",Male
31492,nm1553954,1483831.0,2.0,actor,Itay Tiran,"actor,writer",Male
31493,nm1554516,3620762.0,4.0,actor,Cliff Chamberlain,actor,Male
31494,nm1554789,1815836.0,2.0,actor,Anatoliy Kot,actor,Male
31495,nm1554789,4084744.0,4.0,actor,Anatoliy Kot,actor,Male
31496,nm1555340,3165612.0,2.0,actress,Alison Brie,"actress,producer,soundtrack",Female
31497,nm1555340,5666304.0,1.0,actress,Alison Brie,"actress,producer,soundtrack",Female
31498,nm1555340,1195478.0,4.0,actress,Alison Brie,"actress,producer,soundtrack",Female
31499,nm1556019,2290819.0,7.0,composer,Wolfgang Lackner,"composer,sound_department,music_department",
31500,nm1556195,808526.0,9.0,editor,Kevin Messman,"editor,editorial_department,writer",
31501,nm1556320,1179056.0,4.0,actress,Katie Cassidy,"actress,soundtrack",Female
31502,nm1556320,1067774.0,3.0,actress,Katie Cassidy,"actress,soundtrack",Female
31503,nm1556320,2396721.0,1.0,actress,Katie Cassidy,"actress,soundtrack",Female
31504,nm1556320,454082.0,4.0,actress,Katie Cassidy,"actress,soundtrack",Female
31505,nm1557329,5308322.0,1.0,actress,Jessica Rothe,"actress,soundtrack",Female
31506,nm1557329,3479316.0,2.0,actress,Jessica Rothe,"actress,soundtrack",Female
31507,nm1557329,3969208.0,1.0,actress,Jessica Rothe,"actress,soundtrack",Female
31508,nm1557594,1216475.0,7.0,writer,Dan Fogelman,"writer,producer,director",
31509,nm1557594,1204975.0,6.0,writer,Dan Fogelman,"writer,producer,director",
31510,nm1557652,86973.0,9.0,producer,Bruce McNall,"producer,executive",
31511,nm1557652,97883.0,8.0,producer,Bruce McNall,"producer,executive",
31512,nm1557652,98627.0,8.0,producer,Bruce McNall,"producer,executive",
31513,nm1557909,1860353.0,7.0,writer,Robert D. Siegel,"writer,director,producer",
31514,nm1557917,80549.0,8.0,writer,George Vecsey,writer,
31515,nm1558002,80569.0,6.0,writer,Gerald Walker,"actor,writer",Male
31516,nm1558471,1421051.0,8.0,composer,Phoenix,"soundtrack,actor,composer",Male
31517,nm1559927,5117876.0,4.0,actor,Booboo Stewart,"actor,stunts,soundtrack",Male
31518,nm1560345,1648133.0,3.0,actress,Hisayo Mochizuki,actress,Female
31519,nm1560464,1082876.0,1.0,actress,Mercy Malick,"actress,stunts,writer",Female
31520,nm1560977,1365050.0,5.0,director,Cary Joji Fukunaga,"producer,director,cinematographer",
31521,nm1561090,443489.0,8.0,composer,Henry Krieger,"soundtrack,composer,music_department",
31522,nm1562672,3610746.0,8.0,producer,Farah Abushwesha,"producer,miscellaneous,production_manager",
31523,nm1563165,1443518.0,6.0,writer,Rogier de Blok,"writer,assistant_director",
31524,nm1563346,2652092.0,3.0,actor,Ger Duany,actor,Male
31525,nm1563766,1194424.0,7.0,editor,Wayne Rawley,"editor,actor,sound_department",Male
31526,nm1564072,2936470.0,2.0,actress,Lenora Crichlow,actress,Female
31527,nm1564081,1067733.0,4.0,actress,Amanda Davin,"actress,assistant_director,camera_department",Female
31528,nm1564536,3291148.0,9.0,production_designer,Arwel Jones,"production_designer,art_director,art_department",
31529,nm1564550,1646959.0,5.0,director,Cheol-soo Jang,"director,writer,assistant_director",
31530,nm1564639,2955096.0,7.0,cinematographer,Ben Richardson,"cinematographer,visual_effects,director",
31531,nm1564639,2265398.0,10.0,cinematographer,Ben Richardson,"cinematographer,visual_effects,director",
31532,nm1564639,6214928.0,9.0,cinematographer,Ben Richardson,"cinematographer,visual_effects,director",
31533,nm1564659,1258197.0,8.0,composer,Stephen Barton,"composer,music_department,soundtrack",
31534,nm1564800,1817676.0,6.0,writer,Hiram Martinez,"writer,producer,director",
31535,nm1564826,1443518.0,5.0,director,David Verbeek,"director,writer,editor",
31536,nm1566098,110008.0,7.0,producer,Ned Lott,"casting_director,miscellaneous,casting_department",
31537,nm1566172,2981768.0,3.0,actor,Shintarô Oohata,actor,Male
31538,nm1567113,1790885.0,1.0,actress,Jessica Chastain,"actress,producer,soundtrack",Female
31539,nm1567113,2937898.0,2.0,actress,Jessica Chastain,"actress,producer,soundtrack",Female
31540,nm1567113,2023587.0,1.0,actress,Jessica Chastain,"actress,producer,soundtrack",Female
31541,nm1567113,3659388.0,2.0,actress,Jessica Chastain,"actress,producer,soundtrack",Female
31542,nm1567113,4540710.0,1.0,actress,Jessica Chastain,"actress,producer,soundtrack",Female
31543,nm1567113,816692.0,3.0,actress,Jessica Chastain,"actress,producer,soundtrack",Female
31544,nm1568035,1182345.0,7.0,producer,Stuart Fenegan,"producer,writer,production_manager",
31545,nm1568285,401383.0,7.0,writer,Jean-Dominique Bauby,writer,
31546,nm1568308,338096.0,6.0,writer,Kate Gunzinger,writer,
31547,nm1568824,83942.0,10.0,actress,Massitan Ballo,actress,Female
31548,nm1569276,453562.0,1.0,actor,Chadwick Boseman,"actor,producer,writer",Male
31549,nm1569276,2404233.0,4.0,actor,Chadwick Boseman,"actor,producer,writer",Male
31550,nm1569276,1825683.0,1.0,actor,Chadwick Boseman,"actor,producer,writer",Male
31551,nm1569276,5301662.0,1.0,actor,Chadwick Boseman,"actor,producer,writer",Male
31552,nm1569351,403508.0,6.0,writer,Ann Brashares,"writer,producer",
31553,nm1570441,2024519.0,6.0,writer,Mieke Dobbels,"actress,writer",Female
31554,nm1570443,3122122.0,5.0,composer,Gunnard Doboze,"music_department,composer,sound_department",
31555,nm1570563,2094877.0,2.0,actor,Arthur Dupont,"actor,soundtrack",Male
31556,nm1570630,1483831.0,8.0,producer,Moshe Edery,producer,
31557,nm1570770,401085.0,7.0,producer,Pierre Even,producer,
31558,nm1570873,1760967.0,4.0,actor,Mem Ferda,"actor,producer,miscellaneous",Male
31559,nm1571740,129023.0,6.0,writer,Gretchen Hayduk-Wroblewski,"writer,producer,director",
31560,nm1571761,1639084.0,5.0,director,Sian Heder,"writer,producer,actress",Female
31561,nm1571874,3175038.0,6.0,writer,Tushar Hiranandani,"writer,miscellaneous,assistant_director",
31562,nm1572115,435680.0,6.0,producer,George Isaac,"producer,director,writer",
31563,nm1572716,3072482.0,4.0,actor,Danila Kozlovsky,"actor,producer,director",Male
31564,nm1572769,3139072.0,8.0,writer,Andy Kubert,"writer,art_department,miscellaneous",
31565,nm1573253,2306299.0,3.0,self,Alexander Ludwig,actor,Male
31566,nm1573253,2247476.0,2.0,actor,Alexander Ludwig,actor,Male
31567,nm1573262,403358.0,7.0,writer,Sergey Lukyanenko,"writer,actor,soundtrack",Male
31568,nm1573942,421528.0,7.0,producer,Iker Monfort,"producer,casting_director,miscellaneous",
31569,nm1573988,2006810.0,9.0,editor,Sebastian Morrison,"editor,editorial_department,director",
31570,nm1574847,1194424.0,6.0,cinematographer,Hartley Powell,"cinematographer,camera_department,director",
31571,nm1575191,2293276.0,3.0,actress,Sarah Ridgeway,actress,Female
31572,nm1575643,1252595.0,4.0,actress,Jana Schulz,actress,Female
31573,nm1575914,402894.0,7.0,writer,Kimberly Simi,writer,
31574,nm1575969,1467304.0,6.0,producer,Ilona Six,"producer,actress",Female
31575,nm1578335,435761.0,8.0,writer,Michael Arndt,"writer,miscellaneous,producer",
31576,nm1578335,2096673.0,9.0,writer,Michael Arndt,"writer,miscellaneous,producer",
31577,nm1578335,1483013.0,7.0,writer,Michael Arndt,"writer,miscellaneous,producer",
31578,nm1578335,449059.0,7.0,writer,Michael Arndt,"writer,miscellaneous,producer",
31579,nm1578667,6864.0,10.0,writer,Walt Whitman,writer,
31580,nm1579219,3334794.0,3.0,actor,Aurel Manthei,actor,Male
31581,nm1579445,435679.0,4.0,actor,Ignacio Serricchio,"actor,producer",Male
31582,nm1580395,1646985.0,5.0,director,Katell Quillévéré,"writer,director,assistant_director",
31583,nm1580395,2298416.0,5.0,director,Katell Quillévéré,"writer,director,assistant_director",
31584,nm1580395,5096536.0,5.0,director,Katell Quillévéré,"writer,director,assistant_director",
31585,nm1580444,2094155.0,8.0,cinematographer,Robert Hauer,"cinematographer,camera_department,producer",
31586,nm1580463,1787127.0,6.0,writer,Andamion Murataj,"cinematographer,producer,writer",
31587,nm1581273,1077084.0,4.0,actor,Alejandro Jornet,"actor,writer",Male
31588,nm1581662,1216477.0,2.0,actress,Steph Song,actress,Female
31589,nm1582231,1890373.0,6.0,producer,René Frotscher,"producer,location_management,miscellaneous",
31590,nm1582493,1855401.0,6.0,writer,Doug Lussenhop,"editor,writer,actor",Male
31591,nm1583196,3322420.0,10.0,producer,Vikram Malhotra,"producer,executive",
31592,nm1583617,401085.0,6.0,writer,François Boulay,writer,
31593,nm1584144,1801123.0,9.0,cinematographer,Benji Bakshi,"cinematographer,camera_department,producer",
31594,nm1584283,1778304.0,4.0,actress,Lauren Bittner,actress,Female
31595,nm1584523,2027140.0,8.0,composer,Étienne Charry,"composer,miscellaneous,actor",Male
31596,nm1584992,447854.0,3.0,actor,Keith Ferguson,"actor,miscellaneous,soundtrack",Male
31597,nm1585950,2115295.0,6.0,producer,Andrew Litvin,"producer,miscellaneous,production_manager",
31598,nm1587175,1187043.0,3.0,actress,Mona Singh,"actress,producer",Female
31599,nm1587778,3896738.0,5.0,director,Ben Young,"director,actor,writer",Male
31600,nm1588828,401085.0,4.0,actor,Émile Vallée,"editorial_department,actor,cinematographer",Male
31601,nm1589584,3529612.0,2.0,actor,Milford Graves,"composer,actor,writer",Male
31602,nm1589604,2717822.0,10.0,composer,Atticus Ross,"soundtrack,composer,music_department",
31603,nm1590540,4093680.0,8.0,cinematographer,Moritz Schultheiß,"cinematographer,camera_department,actor",Male
31604,nm1590776,405676.0,7.0,producer,Ken Lemberger,"producer,executive",
31605,nm1590998,420223.0,6.0,writer,Zach Helm,"writer,director,actor",Male
31606,nm1591006,401233.0,9.0,writer,Tsutomu Kamishiro,writer,
31607,nm1591584,420223.0,8.0,composer,Britt Daniel,"soundtrack,composer,actor",Male
31608,nm1592061,1493886.0,3.0,actor,Trevor Hayes,"actor,miscellaneous",Male
31609,nm1592211,114906.0,3.0,actress,Victoria Davis,actress,Female
31610,nm1593077,3862750.0,9.0,producer,Wendy Rhoads,"producer,miscellaneous",
31611,nm1593379,407246.0,3.0,actor,Enrique Arreola,actor,Male
31612,nm1593407,407246.0,1.0,actor,Diego Cataño,"actor,editor,producer",Male
31613,nm1593548,406709.0,1.0,actor,Tony Saba,actor,Male
31614,nm1593711,407246.0,4.0,actress,Danny Perea,actress,Female
31615,nm1593812,2742544.0,8.0,writer,Justin Villiers,"writer,director,miscellaneous",
31616,nm1593896,406709.0,8.0,production_designer,Olgierd Hordiejuk-Zaniewicki,"production_manager,art_department,production_designer",
31617,nm1593909,406709.0,7.0,editor,Emmanuel Pampuri,"production_manager,producer,cinematographer",
31618,nm1594248,406709.0,5.0,director,Alexandre Astier,"writer,actor,composer",Male
31619,nm1594572,406709.0,10.0,actor,Franck Pitiot,"actor,sound_department,director",Male
31620,nm1595000,1844025.0,1.0,actress,Satomi Ishihara,actress,Female
31621,nm1595165,2737050.0,3.0,actress,Catherine Salée,"actress,writer",Female
31622,nm1597010,2401711.0,3.0,actress,Marjorie Estiano,"actress,soundtrack",Female
31623,nm1597847,3262342.0,9.0,producer,Ivan Mactaggart,"producer,miscellaneous",
31624,nm1598010,1626201.0,10.0,composer,Stacey Hersh,"composer,soundtrack,music_department",
31625,nm1598205,1648133.0,5.0,director,Tsutomu Mizushima,"director,art_department,sound_department",
31626,nm1598899,1978480.0,9.0,cinematographer,Magela Crosignani,"cinematographer,camera_department",
31627,nm1599046,1621994.0,2.0,actress,Shruti Haasan,"actress,music_department,soundtrack",Female
31628,nm1599810,2290819.0,1.0,actress,Erin Cline,"actress,stunts,sound_department",Female
31629,nm1600403,2965412.0,7.0,producer,Chad Hamilton,"producer,manager",
31630,nm1600872,1840417.0,6.0,director,Lee Sternthal,"writer,director,actor",Male
31631,nm1601397,3045616.0,4.0,actress,Olivia Munn,"actress,writer",Female
31632,nm1601634,1646985.0,9.0,cinematographer,Tom Harari,"cinematographer,composer,camera_department",
31633,nm1601634,2298416.0,9.0,cinematographer,Tom Harari,"cinematographer,composer,camera_department",
31634,nm1601643,1996264.0,2.0,actress,Lauren Miller Rogen,"actress,writer,producer",Female
31635,nm1601644,2294629.0,6.0,director,Jennifer Lee,"writer,miscellaneous,director",
31636,nm1601644,1772341.0,8.0,writer,Jennifer Lee,"writer,miscellaneous,director",
31637,nm1601882,1772341.0,6.0,writer,Phil Johnston,"writer,producer,actor",Male
31638,nm1601882,1477837.0,6.0,writer,Phil Johnston,"writer,producer,actor",Male
31639,nm1601882,2948356.0,10.0,writer,Phil Johnston,"writer,producer,actor",Male
31640,nm1602119,2226519.0,8.0,producer,Sherryl Clark,producer,
31641,nm1602119,5322012.0,7.0,producer,Sherryl Clark,producer,
31642,nm1602154,1981128.0,8.0,producer,Dana Goldberg,"producer,executive",
31643,nm1602184,451094.0,10.0,producer,Chun-yeong Lee,producer,
31644,nm1602192,1626201.0,6.0,writer,Angela Mancuso,"producer,writer,production_manager",
31645,nm1602468,401233.0,8.0,writer,Haruka Handa,writer,
31646,nm1602472,408777.0,6.0,writer,Katharina Held,"actress,writer",Female
31647,nm1602472,810868.0,6.0,writer,Katharina Held,"actress,writer",Female
31648,nm1602507,2330546.0,9.0,writer,Clément Michel,"director,actor,writer",Male
31649,nm1602660,5675620.0,4.0,actor,Ben Barnes,"actor,soundtrack",Male
31650,nm1604976,3296908.0,8.0,writer,Audrey Diwan,"writer,director",
31651,nm1605114,2401715.0,4.0,actor,Christian McKay,"actor,music_department",Male
31652,nm1608935,2106739.0,7.0,producer,Anne Hubbell,"producer,actress,miscellaneous",Female
31653,nm1613524,1753887.0,3.0,actor,Robrecht Vanden Thoren,actor,Male
31654,nm1614404,2274604.0,5.0,director,David Au,"editor,producer,director",
31655,nm1615109,4975722.0,10.0,composer,Nicholas Britell,"composer,soundtrack,music_department",
31656,nm1615371,4093680.0,5.0,director,Sanna Lenken,"director,writer,casting_department",
31657,nm1615610,1336608.0,8.0,writer,Allan Loeb,"writer,producer,actor",Male
31658,nm1615610,3922818.0,6.0,writer,Allan Loeb,"writer,producer,actor",Male
31659,nm1615954,2274604.0,6.0,producer,Michelle Ehlen,"editorial_department,editor,producer",
31660,nm1616124,1204975.0,7.0,producer,Amy Baer,"producer,actress,executive",Female
31661,nm1616194,3168230.0,6.0,writer,Mitch Cullin,"writer,cinematographer,producer",
31662,nm1616194,410764.0,7.0,writer,Mitch Cullin,"writer,cinematographer,producer",
31663,nm1617685,416212.0,2.0,actress,Jennifer Hudson,"soundtrack,actress,composer",Female
31664,nm1618217,3321254.0,6.0,writer,Cydne Clark,"writer,producer,miscellaneous",
31665,nm1618217,3504064.0,6.0,writer,Cydne Clark,"writer,producer,miscellaneous",
